fuelbeds,filename,c_total,c_canopy,c_shrub,c_herb,c_wood,c_llm,c_ground,c_total_f,c_canopy_f,c_shrub_f,c_herb_f,c_wood_f,c_llm_f,c_ground_f,c_total_s,c_canopy_s,c_shrub_s,c_herb_s,c_wood_s,c_llm_s,c_ground_s,c_total_r,c_canopy_r,c_wood_r,c_llm_r,c_ground_r,ch4,co,co2,nmhc,pm,pm10,pm25,e_ch4_f,e_co_f,e_co2_f,e_nmhc_f,e_pm_f,e_pm10_f,e_pm25_f,e_ch4_s,e_co_s,e_co2_s,e_nmhc_s,e_pm_s,e_pm10_s,e_pm25_s,e_ch4_r,e_co_r,e_co2_r,e_nmhc_r,e_pm_r,e_pm10_r,e_pm25_r,c_overstory_crown,c_midstory_crown,c_understory_crown,c_snagc1f_crown,c_snagc1f_wood,c_snagc1_wood,c_snagc2_wood,c_snagc3_wood,c_ladder,c_shrub_1live,c_shrub_2live,c_herb_1live,c_herb_2live,c_piles,c_wood_1hr,c_wood_10hr,c_wood_100hr,c_wood_s1000hr,c_wood_r1000hr,c_wood_s10khr,c_wood_r10khr,c_wood_s+10khr,c_wood_r+10khr,c_stump_sound,c_stump_rotten,c_stump_lightered,c_litter,c_lichen,c_moss,c_upperduff,c_lowerduff,c_basal,c_squirrel,ch4_canopy,ch4_shrub,ch4_herb,ch4_wood,ch4_llm,ch4_ground,co_canopy,co_shrub,co_herb,co_wood,co_llm,co_ground,co2_canopy,co2_shrub,co2_herb,co2_wood,co2_llm,co2_ground,nmhc_canopy,nmhc_shrub,nmhc_herb,nmhc_wood,nmhc_llm,nmhc_ground,pm_canopy,pm_shrub,pm_herb,pm_wood,pm_llm,pm_ground,pm10_canopy,pm10_shrub,pm10_herb,pm10_wood,pm10_llm,pm10_ground,pm25_canopy,pm25_shrub,pm25_herb,pm25_wood,pm25_llm,pm25_ground,heat_total,heat_flaming,heat_smoldering,heat_residual
421,FB_0421_LF.xml,5.38,1.76,0.15,2.32,1.08,0.07,0.0,4.88,1.64,0.14,2.09,0.95,0.07,0.0,0.47,0.11,0.02,0.23,0.1,0.01,0.0,0.03,0.0,0.03,0.0,0.0,31.23,631.07,17954.09,32.34,131.13,81.2,71.17,21.47,448.86,16534.74,25.37,112.22,68.31,59.52,9.11,170.2,1325.81,6.51,17.67,12.04,10.88,0.64,12.01,93.54,0.46,1.25,0.85,0.77,1.41,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.15,0.0,2.32,0.0,0.0,0.17,0.34,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.0,9.5,0.89,13.73,6.69,0.43,0.0,193.47,17.91,276.83,134.24,8.63,0.0,5889.18,500.28,7732.66,3585.57,246.4,0.0,10.16,0.91,14.1,6.73,0.44,0.0,42.14,3.68,56.8,26.72,1.8,0.0,25.97,2.28,35.22,16.62,1.11,0.0,22.73,2.0,30.88,14.59,0.98,0.0,86028589.3,78063097.03,7440539.62,524952.64
422,FB_0422_LF.xml,3.11,0.28,0.0,1.44,0.0,1.39,0.0,2.81,0.26,0.0,1.29,0.0,1.25,0.0,0.3,0.02,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,7.19,205.24,10513.84,11.96,62.16,62.16,33.57,5.9,172.4,9535.15,10.67,56.16,56.16,30.32,1.29,32.84,978.69,1.29,6.0,6.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,3.33,0.0,3.22,0.0,18.18,0.0,95.16,0.0,91.9,0.0,956.19,0.0,4862.1,0.0,4695.56,0.0,1.08,0.0,5.53,0.0,5.34,0.0,5.65,0.0,28.75,0.0,27.76,0.0,5.65,0.0,28.75,0.0,27.76,0.0,3.05,0.0,15.52,0.0,14.99,0.0,49727537.6,44924145.12,4803392.48,0.0
423,FB_0423_LF.xml,3.11,0.31,0.0,1.44,0.0,1.36,0.0,2.82,0.29,0.0,1.29,0.0,1.23,0.0,0.3,0.02,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,7.2,205.64,10537.23,11.99,62.3,62.3,33.64,5.91,172.85,9560.14,10.7,56.3,56.3,30.4,1.29,32.79,977.1,1.29,5.99,5.99,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,3.33,0.0,3.16,0.0,20.2,0.0,95.16,0.0,90.28,0.0,1062.43,0.0,4862.1,0.0,4612.71,0.0,1.2,0.0,5.53,0.0,5.25,0.0,6.27,0.0,28.75,0.0,27.27,0.0,6.27,0.0,28.75,0.0,27.27,0.0,3.39,0.0,15.52,0.0,14.73,0.0,49837438.4,45041873.76,4795564.64,0.0
424,FB_0424_LF.xml,13.41,1.86,2.59,0.14,1.47,0.38,6.97,6.09,1.73,2.33,0.13,0.86,0.35,0.7,5.6,0.12,0.26,0.01,0.3,0.03,4.88,1.71,0.01,0.31,0.0,1.39,125.04,2626.3,42450.04,92.13,469.93,338.43,311.01,18.28,542.37,20726.03,21.94,114.57,70.08,60.94,81.83,1597.31,16651.21,53.8,272.38,205.69,191.68,24.93,486.62,5072.8,16.39,82.98,62.66,58.39,0.87,0.97,0.0,0.0,0.0,0.0,0.01,0.01,0.0,2.59,0.0,0.14,0.0,0.0,0.17,0.17,0.36,0.2,0.26,0.12,0.18,0.0,0.0,0.0,0.01,0.0,0.2,0.0,0.17,6.97,0.0,0.0,0.0,7.09,10.78,0.58,11.48,1.47,93.65,191.17,281.4,15.11,250.2,39.2,1849.22,6283.61,8701.07,467.13,4728.98,1268.67,21000.59,7.48,10.88,0.58,8.94,1.53,62.71,38.89,56.44,3.03,45.77,7.94,317.87,24.69,36.33,1.95,32.25,5.06,238.16,21.76,32.18,1.73,29.44,4.47,221.43,214497902.2,97505583.21,89673293.19,27319025.8
425,FB_0425_LF.xml,18.95,4.27,3.79,0.07,3.19,3.11,4.51,12.61,3.91,3.41,0.07,1.96,2.81,0.45,4.79,0.32,0.38,0.01,0.63,0.3,3.16,1.54,0.04,0.6,0.0,0.9,179.53,3474.96,60807.63,154.14,530.58,340.57,302.03,55.46,1159.06,42740.92,65.53,290.03,176.6,153.9,93.88,1752.67,13665.95,67.05,182.02,124.07,112.09,30.19,563.24,4400.76,21.56,58.53,39.9,36.04,1.46,1.67,0.53,0.0,0.01,0.0,0.03,0.06,0.51,3.79,0.0,0.07,0.0,0.04,0.42,0.42,0.71,0.54,0.75,0.11,0.18,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.2,4.51,0.0,0.0,0.0,24.22,22.44,0.44,32.56,18.26,81.62,490.69,452.57,8.86,625.67,368.59,1528.58,14284.16,12641.61,247.45,10144.04,10376.95,13113.43,25.35,23.05,0.45,27.24,18.82,59.23,103.59,92.86,1.82,91.49,76.04,164.78,64.04,57.58,1.13,59.15,47.12,111.55,56.11,50.49,0.99,52.56,41.31,100.58,303155196.12,201780871.59,76685602.16,24688722.37
426,FB_0426_LF.xml,4.51,1.82,0.75,0.28,1.59,0.06,0.0,3.78,1.7,0.68,0.25,1.1,0.06,0.0,0.49,0.12,0.08,0.03,0.27,0.01,0.0,0.23,0.0,0.23,0.0,0.0,30.83,613.01,14889.8,29.81,114.55,71.73,63.11,16.65,348.21,12827.13,19.68,87.05,52.99,46.18,9.66,180.33,1404.71,6.9,18.72,12.76,11.53,4.52,84.47,657.96,3.23,8.77,5.98,5.4,1.65,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.28,0.0,0.0,0.17,0.34,0.57,0.09,0.1,0.14,0.18,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,9.81,4.44,1.65,14.55,0.38,0.0,200.03,89.55,33.22,282.51,7.7,0.0,6108.39,2501.4,927.92,5136.92,215.17,0.0,10.51,4.56,1.69,12.65,0.39,0.0,43.67,18.38,6.82,44.11,1.58,0.0,26.91,11.39,4.23,28.22,0.98,0.0,23.55,9.99,3.71,25.0,0.86,0.0,72134712.1,60558894.67,7883324.52,3692492.91
427,FB_0427_LF.xml,24.04,1.31,1.16,0.02,6.0,1.35,14.2,8.55,1.18,1.05,0.02,3.63,1.26,1.42,11.56,0.1,0.12,0.0,1.31,0.09,9.94,3.92,0.02,1.06,0.0,2.84,251.78,5175.15,75101.92,179.47,913.49,666.75,615.2,25.66,761.21,29088.53,30.79,160.8,98.36,85.53,168.82,3295.37,34352.78,111.0,561.95,424.35,395.44,57.3,1118.57,11660.61,37.68,190.75,144.04,134.23,0.93,0.24,0.0,0.0,0.0,0.0,0.02,0.04,0.08,1.16,0.0,0.02,0.0,0.0,0.34,0.85,1.43,1.51,1.05,0.45,0.37,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.82,14.2,0.0,0.0,0.0,5.4,4.83,0.08,45.5,5.14,190.83,141.35,126.17,2.01,998.68,138.68,3768.26,4392.24,3901.23,62.28,19396.81,4555.38,42793.98,5.47,4.88,0.08,35.83,5.43,127.79,28.38,25.3,0.4,183.47,28.2,647.73,18.25,16.29,0.26,128.74,17.91,485.3,16.16,14.43,0.23,117.37,15.79,451.23,384647089.06,136846944.31,185003213.29,62796931.46
428,FB_0428_LF.xml,14.24,3.2,0.0,0.21,1.03,4.12,5.68,8.34,3.0,0.0,0.19,0.87,3.71,0.57,4.73,0.2,0.0,0.02,0.12,0.41,3.97,1.17,0.0,0.03,0.0,1.14,42.88,1157.41,47551.32,57.06,284.77,284.77,153.77,17.51,512.01,28318.96,31.69,166.78,166.78,90.06,20.34,517.49,15420.67,20.34,94.61,94.61,51.09,5.03,127.91,3811.69,5.03,23.38,23.38,12.63,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.21,0.0,0.0,0.25,0.25,0.36,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,5.68,0.0,0.0,0.0,7.16,0.0,0.49,2.5,9.57,23.16,206.01,0.0,14.12,70.47,273.06,593.76,10833.67,0.0,721.47,3461.93,13951.73,18582.52,12.25,0.0,0.82,3.98,15.88,24.13,63.96,0.0,4.27,20.51,82.5,113.53,63.96,0.0,4.27,20.51,82.5,113.53,34.54,0.0,2.3,11.08,44.55,61.31,227814617.19,133422671.61,75684256.45,18707689.13
429,FB_0429_LF.xml,13.7,2.31,1.73,0.1,3.64,3.07,2.84,9.26,2.16,1.56,0.09,2.4,2.76,0.28,3.36,0.15,0.17,0.01,0.73,0.31,1.99,1.08,0.01,0.51,0.0,0.57,127.76,2476.7,44032.99,110.3,381.65,244.6,216.84,40.73,851.73,31375.05,48.14,212.93,129.61,112.95,65.79,1228.61,9570.38,47.0,127.56,86.94,78.55,21.23,396.37,3087.56,15.16,41.15,28.05,25.34,1.31,0.71,0.25,0.0,0.05,0.0,0.0,0.0,0.0,1.73,0.0,0.1,0.0,0.0,0.34,0.59,1.0,0.74,0.27,0.44,0.27,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,2.84,0.0,0.0,0.0,12.55,10.25,0.6,34.91,18.18,51.27,255.61,206.63,12.18,675.49,366.58,960.22,7759.23,5771.91,340.24,11684.39,10239.67,8237.55,13.41,10.52,0.62,29.88,18.67,37.21,55.57,42.4,2.5,102.45,75.22,103.51,34.25,26.29,1.55,65.8,46.64,70.07,29.98,23.05,1.36,58.37,40.89,63.18,219163718.02,148126508.19,53709617.47,17327592.36
430,FB_0430_LF.xml,17.19,2.54,2.7,0.08,5.28,3.49,3.09,11.88,2.36,2.43,0.08,3.57,3.14,0.31,3.92,0.17,0.27,0.01,0.96,0.35,2.17,1.39,0.01,0.75,0.0,0.62,153.8,2962.37,55465.42,133.61,470.75,302.23,267.59,51.69,1072.54,40282.61,60.92,272.67,167.1,145.61,75.88,1408.6,11203.32,54.08,147.18,100.38,90.63,26.22,481.23,3979.49,18.61,50.89,34.75,31.34,1.88,0.35,0.27,0.0,0.0,0.0,0.02,0.02,0.0,2.21,0.48,0.07,0.01,0.74,0.51,1.02,1.14,0.63,0.43,0.45,0.3,0.0,0.0,0.0,0.06,0.0,3.49,0.0,0.0,3.09,0.0,0.0,0.0,13.95,15.98,0.49,46.76,20.67,55.94,283.61,322.34,9.97,881.84,416.95,1047.66,8507.37,9003.99,278.38,17041.37,11646.62,8987.68,14.81,16.41,0.51,40.06,21.23,40.59,61.14,66.14,2.04,142.93,85.55,112.93,37.72,41.01,1.27,92.74,53.04,76.45,33.02,35.96,1.11,82.04,46.51,68.94,274990334.94,190081830.88,62724575.86,22183928.2
431,FB_0431_LF.xml,15.87,2.38,2.89,0.28,3.27,3.7,3.35,11.17,2.23,2.6,0.25,2.42,3.33,0.34,3.72,0.15,0.29,0.03,0.54,0.37,2.35,0.98,0.0,0.31,0.0,0.67,141.21,2746.84,51248.67,123.85,435.41,278.04,246.19,49.15,1027.7,37857.21,58.09,256.92,156.39,136.28,72.89,1361.02,10601.82,52.06,141.31,96.31,87.02,19.18,358.12,2789.65,13.7,37.18,25.34,22.9,2.24,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.28,0.0,0.0,0.51,0.85,0.86,0.48,0.34,0.24,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,3.35,0.0,0.0,0.0,12.73,17.08,1.65,27.23,21.92,60.61,259.58,344.55,33.22,532.26,442.13,1135.1,7986.1,9624.42,927.92,10622.33,12350.09,9737.82,13.68,17.55,1.69,24.43,22.51,43.98,56.96,70.7,6.82,87.85,90.72,122.36,35.08,43.83,4.23,55.82,56.25,82.84,30.7,38.44,3.71,49.34,49.32,74.69,253883586.03,178729797.9,59498089.76,15655698.37
432,FB_0432_LF.xml,16.49,1.08,2.81,0.05,2.74,1.8,8.0,7.74,1.02,2.53,0.04,1.73,1.62,0.8,6.72,0.07,0.28,0.0,0.59,0.18,5.6,2.03,0.0,0.43,0.0,1.6,205.56,3914.73,51181.53,162.76,510.55,335.0,299.2,34.06,712.19,26234.97,40.25,178.05,108.38,94.44,131.81,2461.27,19172.33,94.15,255.54,174.17,157.36,39.7,741.27,5774.23,28.35,76.96,52.46,47.39,0.78,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.81,0.0,0.05,0.0,0.0,0.08,0.17,1.07,0.61,0.26,0.37,0.18,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,8.0,0.0,0.0,0.0,5.78,16.66,0.27,27.51,10.68,144.65,117.93,336.04,5.54,530.73,215.47,2709.02,3632.43,9386.59,154.65,8748.77,6018.83,23240.26,6.22,17.11,0.28,23.2,10.97,104.97,25.9,68.95,1.14,78.33,44.21,292.02,15.95,42.75,0.7,50.49,27.41,197.7,13.96,37.49,0.62,44.84,24.04,178.25,263861163.05,123859418.89,107596358.01,32405386.16
433,FB_0433_LF.xml,3.66,0.13,1.78,0.56,1.14,0.06,0.0,3.26,0.12,1.6,0.5,0.99,0.05,0.0,0.37,0.01,0.18,0.06,0.12,0.01,0.0,0.04,0.0,0.03,0.0,0.0,15.63,404.23,12275.55,15.58,80.74,52.18,46.29,9.78,290.1,11085.81,11.73,61.28,37.49,32.6,5.33,104.13,1085.49,3.51,17.76,13.41,12.5,0.51,10.0,104.26,0.34,1.71,1.29,1.2,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.56,0.0,0.0,0.17,0.34,0.57,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.48,7.39,2.31,5.2,0.24,0.0,13.11,192.97,60.43,131.51,6.21,0.0,432.81,5966.79,1868.53,3814.52,192.91,0.0,0.51,7.46,2.34,5.02,0.24,0.0,2.67,38.7,12.12,26.01,1.25,0.0,1.69,24.91,7.8,16.97,0.8,0.0,1.49,22.07,6.91,15.11,0.71,0.0,58560416.56,52153182.52,5845764.6,561469.44
434,FB_0434_LF.xml,5.08,1.14,1.32,0.37,1.22,1.03,0.0,4.44,1.0,1.19,0.33,0.98,0.94,0.0,0.54,0.1,0.13,0.04,0.17,0.1,0.0,0.1,0.03,0.07,0.0,0.0,31.98,640.83,16857.9,31.98,126.25,78.6,69.03,19.54,408.51,15048.18,23.09,102.13,62.16,54.17,10.49,195.93,1526.2,7.49,20.34,13.86,12.53,1.95,36.4,283.53,1.39,3.78,2.58,2.33,1.05,0.0,0.0,0.0,0.02,0.0,0.03,0.05,0.0,1.32,0.0,0.37,0.0,0.0,0.17,0.42,0.36,0.18,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.14,0.0,0.0,0.0,0.0,7.0,7.8,2.2,8.98,6.0,0.0,140.68,157.3,44.29,177.3,121.26,0.0,3780.94,4393.77,1237.23,4002.13,3443.83,0.0,7.07,8.01,2.26,8.43,6.21,0.0,28.12,32.28,9.09,31.6,25.17,0.0,17.48,20.01,5.63,19.89,15.59,0.0,15.34,17.55,4.94,17.53,13.66,0.0,81201095.12,71044804.63,8565128.14,1591162.35
435,FB_0435_LF.xml,1.51,0.0,0.14,0.83,0.0,0.53,0.0,1.36,0.0,0.13,0.75,0.0,0.48,0.0,0.15,0.0,0.01,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.49,99.72,5095.1,5.8,30.13,30.13,16.27,2.85,83.24,4604.03,5.15,27.11,27.11,14.64,0.65,16.48,491.07,0.65,3.01,3.01,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.94,0.0,1.23,0.0,0.0,9.23,55.25,0.0,35.24,0.0,0.0,471.53,2823.15,0.0,1800.41,0.0,0.0,0.54,3.21,0.0,2.05,0.0,0.0,2.79,16.69,0.0,10.65,0.0,0.0,2.79,16.69,0.0,10.65,0.0,0.0,1.51,9.01,0.0,5.75,0.0,24101713.6,21691542.24,2410171.36,0.0
436,FB_0436_LF.xml,2.07,0.0,0.0,1.58,0.0,0.49,0.0,1.86,0.0,0.0,1.42,0.0,0.44,0.0,0.21,0.0,0.0,0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.8,137.02,7000.71,7.97,41.39,41.39,22.35,3.91,114.37,6325.97,7.08,37.26,37.26,20.12,0.89,22.64,674.74,0.89,4.14,4.14,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,1.14,0.0,0.0,0.0,104.37,0.0,32.65,0.0,0.0,0.0,5332.62,0.0,1668.09,0.0,0.0,0.0,6.07,0.0,1.9,0.0,0.0,0.0,31.53,0.0,9.86,0.0,0.0,0.0,31.53,0.0,9.86,0.0,0.0,0.0,17.03,0.0,5.33,0.0,33115937.6,29804343.84,3311593.76,0.0
437,FB_0437_LF.xml,2.03,0.0,0.0,1.58,0.0,0.45,0.0,1.83,0.0,0.0,1.42,0.0,0.41,0.0,0.2,0.0,0.0,0.16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,12.02,242.46,6772.53,12.35,49.75,30.85,27.05,8.04,168.14,6193.6,9.5,42.03,25.59,22.3,3.98,74.32,578.93,2.84,7.72,5.26,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,2.69,0.0,0.0,0.0,188.24,0.0,54.21,0.0,0.0,0.0,5258.21,0.0,1514.32,0.0,0.0,0.0,9.59,0.0,2.76,0.0,0.0,0.0,38.63,0.0,11.12,0.0,0.0,0.0,23.95,0.0,6.9,0.0,0.0,0.0,21.0,0.0,6.05,0.0,32489969.6,29240972.64,3248996.96,0.0
438,FB_0438_LF.xml,35.33,1.1,1.6,0.05,1.47,0.39,30.73,6.79,1.01,1.44,0.04,0.86,0.36,3.07,22.08,0.07,0.16,0.0,0.3,0.03,21.51,6.46,0.01,0.31,0.0,6.15,437.07,8738.55,107888.2,298.44,1514.75,1125.55,1044.01,20.37,604.29,23092.17,24.44,127.65,78.08,67.9,322.4,6293.42,65606.17,211.99,1073.19,810.42,755.21,94.3,1840.83,19189.85,62.01,313.91,237.05,220.9,0.45,0.62,0.0,0.0,0.0,0.0,0.01,0.01,0.01,1.6,0.0,0.05,0.0,0.0,0.17,0.17,0.36,0.2,0.26,0.12,0.18,0.0,0.0,0.0,0.01,0.0,0.22,0.0,0.18,30.73,0.0,0.0,0.0,4.25,6.66,0.19,11.48,1.54,412.95,113.82,173.76,5.04,250.2,41.12,8154.62,3694.06,5372.8,155.71,4728.98,1329.21,92607.44,4.44,6.72,0.19,8.94,1.6,276.53,23.08,34.85,1.01,45.77,8.33,1401.71,14.7,22.43,0.65,32.25,5.31,1050.21,12.97,19.87,0.58,29.44,4.69,976.46,565296934.01,108637085.2,353314969.08,103344879.74
439,FB_0439_LF.xml,15.94,0.09,1.21,0.97,0.38,0.63,12.65,4.21,0.09,1.09,0.88,0.32,0.57,1.26,9.19,0.01,0.12,0.1,0.05,0.06,8.85,2.54,0.0,0.01,0.0,2.53,183.87,3717.23,49157.03,127.75,649.13,478.84,443.21,12.62,374.49,14310.4,15.15,79.1,48.39,42.08,134.14,2618.55,27297.18,88.2,446.53,337.2,314.23,37.1,724.2,7549.44,24.39,123.49,93.26,86.9,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.93,0.05,0.0,0.08,0.14,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,12.65,0.0,0.0,0.0,0.34,5.02,4.05,1.82,2.64,170.0,9.31,130.95,105.75,45.38,68.8,3357.03,310.42,4049.09,3269.92,1276.35,2127.29,38123.96,0.37,5.06,4.09,1.72,2.66,113.84,1.9,26.26,21.21,8.92,13.8,577.05,1.2,16.91,13.65,5.86,8.88,432.34,1.06,14.98,12.09,5.22,7.87,401.98,254986000.46,67323272.17,147006042.82,40656685.47
440,FB_0440_LF.xml,12.15,1.85,1.6,0.05,1.47,0.22,6.97,4.91,1.68,1.44,0.04,0.86,0.19,0.7,5.51,0.14,0.16,0.0,0.3,0.02,4.88,1.73,0.03,0.31,0.0,1.39,120.45,2500.65,38211.74,87.19,444.22,322.21,296.74,14.73,436.99,16698.98,17.68,92.31,56.47,49.1,80.44,1570.28,16369.47,52.89,267.77,202.21,188.43,25.28,493.38,5143.29,16.62,84.13,63.53,59.21,1.18,0.58,0.0,0.0,0.01,0.0,0.04,0.04,0.01,1.6,0.0,0.05,0.0,0.0,0.17,0.17,0.36,0.2,0.26,0.12,0.18,0.0,0.0,0.0,0.01,0.0,0.22,0.0,0.0,6.97,0.0,0.0,0.0,7.58,6.66,0.19,11.48,0.9,93.65,199.03,173.76,5.04,250.2,23.41,1849.22,6229.81,5372.8,155.71,4728.98,723.86,21000.59,7.72,6.72,0.19,8.94,0.91,62.71,40.03,34.85,1.01,45.77,4.69,317.87,25.7,22.43,0.65,32.25,3.02,238.16,22.74,19.87,0.58,29.44,2.68,221.43,194414998.73,78560350.43,88156012.83,27698635.47
441,FB_0441_LF.xml,17.32,3.82,1.29,0.37,2.92,1.95,6.97,8.94,3.11,1.16,0.33,1.87,1.76,0.7,6.29,0.45,0.13,0.04,0.61,0.19,4.88,2.09,0.25,0.44,0.0,1.39,203.19,3879.04,54186.45,163.45,523.39,341.9,304.87,39.27,820.12,30303.42,46.39,205.57,125.27,109.16,123.13,2298.3,17930.45,87.94,238.73,162.72,147.01,40.79,760.62,5952.58,29.12,79.08,53.91,48.7,2.37,0.64,0.14,0.0,0.07,0.0,0.31,0.29,0.0,1.29,0.0,0.37,0.0,0.09,0.17,0.17,1.07,0.61,0.26,0.37,0.18,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.15,6.97,0.0,0.0,0.0,27.48,7.66,2.2,28.45,11.43,125.98,543.72,154.5,44.29,546.43,230.86,2359.26,12557.11,4315.52,1237.23,9328.76,6508.13,20239.71,26.03,7.87,2.26,24.08,11.79,91.42,98.33,31.7,9.09,82.28,47.67,254.32,61.8,19.65,5.63,53.1,29.54,172.17,54.44,17.24,4.94,47.12,25.89,155.24,277052851.37,143055379.29,100609019.3,33388452.78
442,FB_0442_LF.xml,3.11,0.0,0.0,1.95,0.0,1.16,0.0,2.8,0.0,0.0,1.75,0.0,1.04,0.0,0.31,0.0,0.0,0.19,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,18.39,370.83,10358.45,18.88,76.09,47.18,41.37,12.3,257.16,9472.99,14.54,64.29,39.13,34.1,6.09,113.67,885.46,4.35,11.8,8.04,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53,0.0,6.86,0.0,0.0,0.0,232.54,0.0,138.3,0.0,0.0,0.0,6495.44,0.0,3863.02,0.0,0.0,0.0,11.84,0.0,7.04,0.0,0.0,0.0,47.71,0.0,28.38,0.0,0.0,0.0,29.58,0.0,17.59,0.0,0.0,0.0,25.94,0.0,15.43,0.0,49692753.6,44723478.24,4969275.36,0.0
443,FB_0443_LF.xml,5.68,0.0,0.0,1.95,0.0,1.16,2.58,3.05,0.0,0.0,1.75,0.0,1.04,0.26,2.11,0.0,0.0,0.19,0.0,0.12,1.8,0.52,0.0,0.0,0.0,0.52,17.72,475.22,18943.08,22.91,113.67,113.67,61.38,6.41,187.45,10367.91,11.6,61.06,61.06,32.97,9.09,231.37,6894.57,9.09,42.3,42.3,22.84,2.22,56.4,1680.6,2.22,10.31,10.31,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,4.52,0.0,2.69,10.52,0.0,0.0,128.93,0.0,76.68,269.62,0.0,0.0,6587.36,0.0,3917.69,8438.03,0.0,0.0,7.5,0.0,4.46,10.95,0.0,0.0,38.95,0.0,23.17,51.55,0.0,0.0,38.95,0.0,23.17,51.55,0.0,0.0,21.03,0.0,12.51,27.84,90934353.6,48847638.24,33838395.36,8248320.0
